name,label,settlement_id,ward_code,lga_code,children_under5_last_round,consent_to_follow_up
BAN-001827,"BAN-001827  (Z. Sule, structure 112)",S00423,W006,LGA01,1,yes
BAN-001828,"BAN-001828  (A. Nura, structure 168)",S00423,W006,LGA01,3,yes
BAN-001829,"BAN-001829  (F. Gani, structure 32)",S00595,W007,LGA01,2,yes
BAN-001830,"BAN-001830  (U. Umar, structure 1)",S00595,W007,LGA01,1,yes
BAN-001831,"BAN-001831  (I. Sule, structure 96)",S00595,W007,LGA01,4,yes
BAN-001832,"BAN-001832  (S. Sule, structure 163)",S00595,W007,LGA01,2,no
BAN-001833,"BAN-001833  (R. Abu, structure 222)",S00595,W007,LGA01,2,yes
BAN-001834,"BAN-001834  (Z. Funo, structure 181)",S00595,W007,LGA01,1,yes
BAN-001835,"BAN-001835  (K. Jibo, structure 162)",S01578,W022,LGA03,4,yes
BAN-001836,"BAN-001836  (B. Sule, structure 49)",S01578,W022,LGA03,1,yes
BAN-001837,"BAN-001837  (A. Tanko, structure 5)",S01578,W022,LGA03,2,yes
BAN-001838,"BAN-001838  (I. Abu, structure 13)",S01578,W022,LGA03,0,yes
BAN-001839,"BAN-001839  (K. Rabi, structure 6)",S01578,W022,LGA03,1,yes
BAN-001840,"BAN-001840  (U. Umar, structure 12)",S01578,W022,LGA03,0,yes
BAN-001841,"BAN-001841  (S. Musa, structure 109)",S01578,W022,LGA03,3,yes
BAN-001842,"BAN-001842  (B. Oje, structure 124)",S01422,W019,LGA04,0,yes
BAN-001843,"BAN-001843  (H. Kabo, structure 162)",S01422,W019,LGA04,1,no
BAN-001844,"BAN-001844  (S. Yaro, structure 257)",S01422,W019,LGA04,2,yes
BAN-001845,"BAN-001845  (F. Zubi, structure 61)",S01668,W024,LGA04,3,yes
BAN-001846,"BAN-001846  (M. Yaro, structure 92)",S01668,W024,LGA04,0,no
BAN-001847,"BAN-001847  (M. Nura, structure 54)",S01668,W024,LGA04,2,yes
BAN-001848,"BAN-001848  (Z. Oje, structure 145)",S01328,W018,LGA02,2,yes
BAN-001849,"BAN-001849  (Y. Wada, structure 95)",S01300,W017,LGA03,3,yes
BAN-001850,"BAN-001850  (K. Oje, structure 152)",S01300,W017,LGA03,2,yes
BAN-001851,"BAN-001851  (I. Bala, structure 96)",S01300,W017,LGA03,4,yes
BAN-001852,"BAN-001852  (M. Zubi, structure 26)",S00388,W005,LGA02,3,yes
BAN-001853,"BAN-001853  (B. Nura, structure 256)",S00388,W005,LGA02,1,no
BAN-001854,"BAN-001854  (F. Dogo, structure 204)",S00850,W010,LGA02,0,yes
BAN-001855,"BAN-001855  (H. Jibo, structure 94)",S00850,W010,LGA02,0,yes
BAN-001856,"BAN-001856  (I. Wada, structure 143)",S00850,W010,LGA02,4,yes
BAN-001857,"BAN-001857  (Y. Nura, structure 85)",S02459,W039,LGA04,0,yes
BAN-001858,"BAN-001858  (K. Lami, structure 141)",S02015,W031,LGA03,3,yes
BAN-001859,"BAN-001859  (H. Lami, structure 6)",S02015,W031,LGA03,4,yes
BAN-001860,"BAN-001860  (I. Abu, structure 9)",S01546,W021,LGA02,3,yes
BAN-001861,"BAN-001861  (M. Isa, structure 230)",S01546,W021,LGA02,1,yes
BAN-001862,"BAN-001862  (U. Gani, structure 79)",S01546,W021,LGA02,0,yes
BAN-001863,"BAN-001863  (H. Tanko, structure 222)",S01546,W021,LGA02,1,yes
BAN-001864,"BAN-001864  (H. Bala, structure 14)",S00183,W002,LGA01,1,yes
BAN-001865,"BAN-001865  (S. Umar, structure 95)",S00183,W002,LGA01,2,yes
BAN-001866,"BAN-001866  (K. Haru, structure 164)",S00580,W007,LGA01,4,yes
BAN-001867,"BAN-001867  (U. Haru, structure 221)",S00580,W007,LGA01,0,yes
BAN-001868,"BAN-001868  (U. Jibo, structure 254)",S01551,W021,LGA02,4,yes
BAN-001869,"BAN-001869  (S. Isa, structure 207)",S01551,W021,LGA02,0,yes
BAN-001870,"BAN-001870  (H. Kabo, structure 83)",S01180,W015,LGA01,3,yes
BAN-001871,"BAN-001871  (A. Bala, structure 22)",S00838,W010,LGA02,4,yes
BAN-001872,"BAN-001872  (H. Musa, structure 199)",S00838,W010,LGA02,0,yes
BAN-001873,"BAN-001873  (F. Cham, structure 101)",S01102,W015,LGA01,3,yes
BAN-001874,"BAN-001874  (R. Kabo, structure 247)",S01102,W015,LGA01,4,no
BAN-001875,"BAN-001875  (Y. Nura, structure 35)",S00647,W007,LGA01,3,yes
BAN-001876,"BAN-001876  (K. Isa, structure 55)",S00647,W007,LGA01,3,yes
BAN-001877,"BAN-001877  (K. Haru, structure 222)",S02120,W033,LGA03,2,yes
BAN-001878,"BAN-001878  (F. Abu, structure 54)",S02120,W033,LGA03,1,yes
BAN-001879,"BAN-001879  (U. Bala, structure 203)",S02120,W033,LGA03,0,yes
BAN-001880,"BAN-001880  (K. Oje, structure 63)",S01642,W024,LGA04,4,no
BAN-001881,"BAN-001881  (H. Kabo, structure 124)",S01642,W024,LGA04,0,yes
BAN-001882,"BAN-001882  (I. Haru, structure 215)",S02289,W036,LGA04,2,yes
BAN-001883,"BAN-001883  (B. Nura, structure 9)",S02289,W036,LGA04,0,yes
BAN-001884,"BAN-001884  (Z. Abu, structure 164)",S02289,W036,LGA04,1,yes
BAN-001885,"BAN-001885  (H. Gani, structure 217)",S01634,W023,LGA03,0,yes
BAN-001886,"BAN-001886  (U. Funo, structure 228)",S01634,W023,LGA03,1,no
BAN-001887,"BAN-001887  (M. Tanko, structure 46)",S01199,W015,LGA01,3,yes
BAN-001888,"BAN-001888  (I. Umar, structure 153)",S02452,W039,LGA04,0,yes
BAN-001889,"BAN-001889  (K. Bala, structure 122)",S02452,W039,LGA04,1,yes
BAN-001890,"BAN-001890  (K. Umar, structure 61)",S00612,W007,LGA01,2,yes
BAN-001891,"BAN-001891  (F. Kabo, structure 87)",S00612,W007,LGA01,0,yes
BAN-001892,"BAN-001892  (Y. Pama, structure 64)",S00612,W007,LGA01,4,yes
BAN-001893,"BAN-001893  (U. Wada, structure 85)",S00963,W013,LGA02,0,yes
BAN-001894,"BAN-001894  (K. Funo, structure 183)",S00616,W007,LGA01,3,yes
BAN-001895,"BAN-001895  (Z. Nura, structure 180)",S00698,W008,LGA01,1,yes
BAN-001896,"BAN-001896  (U. Oje, structure 42)",S02355,W037,LGA03,1,yes
BAN-001897,"BAN-001897  (Y. Cham, structure 128)",S02355,W037,LGA03,0,yes
BAN-001898,"BAN-001898  (Y. Haru, structure 247)",S00369,W005,LGA02,1,yes
BAN-001899,"BAN-001899  (F. Abu, structure 88)",S00369,W005,LGA02,1,yes
BAN-001900,"BAN-001900  (Z. Bala, structure 142)",S00369,W005,LGA02,0,no
BAN-001901,"BAN-001901  (M. Oje, structure 76)",S00369,W005,LGA02,0,yes
BAN-001902,"BAN-001902  (F. Musa, structure 251)",S02438,W039,LGA04,4,yes
BAN-001903,"BAN-001903  (A. Musa, structure 85)",S02438,W039,LGA04,2,yes
BAN-001904,"BAN-001904  (B. Lami, structure 120)",S02438,W039,LGA04,2,yes
BAN-001905,"BAN-001905  (R. Wada, structure 3)",S00508,W006,LGA01,2,yes
BAN-001906,"BAN-001906  (H. Tanko, structure 5)",S00508,W006,LGA01,1,yes
BAN-001907,"BAN-001907  (I. Ede, structure 113)",S02274,W035,LGA04,3,yes
BAN-001908,"BAN-001908  (M. Jibo, structure 198)",S02274,W035,LGA04,2,yes
BAN-001909,"BAN-001909  (M. Ede, structure 66)",S02274,W035,LGA04,2,yes
BAN-001910,"BAN-001910  (H. Zubi, structure 146)",S02274,W035,LGA04,0,yes
BAN-001911,"BAN-001911  (U. Kabo, structure 54)",S02278,W036,LGA04,2,yes
BAN-001912,"BAN-001912  (R. Lami, structure 192)",S02278,W036,LGA04,0,yes
BAN-001913,"BAN-001913  (U. Musa, structure 194)",S02278,W036,LGA04,3,yes
BAN-001914,"BAN-001914  (I. Yaro, structure 172)",S02278,W036,LGA04,4,yes
BAN-001915,"BAN-001915  (B. Rabi, structure 94)",S02278,W036,LGA04,0,yes
BAN-001916,"BAN-001916  (A. Haru, structure 152)",S02278,W036,LGA04,2,yes
BAN-001917,"BAN-001917  (M. Musa, structure 170)",S01854,W029,LGA04,0,no
BAN-001918,"BAN-001918  (S. Abu, structure 256)",S01854,W029,LGA04,3,yes
BAN-001919,"BAN-001919  (K. Ede, structure 130)",S01854,W029,LGA04,1,no
BAN-001920,"BAN-001920  (S. Rabi, structure 27)",S01854,W029,LGA04,4,yes
BAN-001921,"BAN-001921  (R. Wada, structure 12)",S00649,W007,LGA01,3,yes
BAN-001922,"BAN-001922  (S. Sule, structure 225)",S00649,W007,LGA01,1,yes
BAN-001923,"BAN-001923  (B. Jibo, structure 209)",S01185,W015,LGA01,1,yes
BAN-001924,"BAN-001924  (H. Isa, structure 178)",S01185,W015,LGA01,3,yes
BAN-001925,"BAN-001925  (A. Umar, structure 194)",S02296,W036,LGA04,0,yes
BAN-001926,"BAN-001926  (H. Tanko, structure 180)",S01693,W025,LGA04,4,yes
BAN-001927,"BAN-001927  (B. Cham, structure 98)",S01693,W025,LGA04,2,yes
BAN-001928,"BAN-001928  (F. Abu, structure 90)",S00168,W002,LGA01,0,yes
BAN-001929,"BAN-001929  (M. Pama, structure 137)",S02170,W034,LGA03,2,yes
BAN-001930,"BAN-001930  (Z. Gani, structure 106)",S02300,W036,LGA04,4,yes
BAN-001931,"BAN-001931  (A. Dogo, structure 202)",S02300,W036,LGA04,3,yes
BAN-001932,"BAN-001932  (B. Ede, structure 139)",S02022,W031,LGA03,3,yes
BAN-001933,"BAN-001933  (S. Wada, structure 89)",S02022,W031,LGA03,0,yes
BAN-001934,"BAN-001934  (H. Kabo, structure 3)",S00059,W001,LGA01,0,no
BAN-001935,"BAN-001935  (A. Abu, structure 136)",S00059,W001,LGA01,4,yes
BAN-001936,"BAN-001936  (R. Bala, structure 36)",S01628,W023,LGA03,0,yes
BAN-001937,"BAN-001937  (R. Gani, structure 170)",S01712,W026,LGA03,2,yes
BAN-001938,"BAN-001938  (A. Haru, structure 124)",S00366,W004,LGA02,1,yes
BAN-001939,"BAN-001939  (B. Funo, structure 142)",S00366,W004,LGA02,3,yes
BAN-001940,"BAN-001940  (B. Oje, structure 43)",S00366,W004,LGA02,4,yes
BAN-001941,"BAN-001941  (B. Gani, structure 174)",S02305,W036,LGA04,2,yes
BAN-001942,"BAN-001942  (R. Ede, structure 39)",S02305,W036,LGA04,3,yes
BAN-001943,"BAN-001943  (I. Zubi, structure 107)",S02305,W036,LGA04,3,yes
BAN-001944,"BAN-001944  (H. Zubi, structure 126)",S01520,W021,LGA02,4,yes
BAN-001945,"BAN-001945  (Y. Haru, structure 12)",S01520,W021,LGA02,1,no
BAN-001946,"BAN-001946  (S. Oje, structure 151)",S01520,W021,LGA02,4,yes
BAN-001947,"BAN-001947  (I. Bala, structure 6)",S01064,W014,LGA01,1,yes
BAN-001948,"BAN-001948  (K. Tanko, structure 22)",S01218,W015,LGA01,4,yes
BAN-001949,"BAN-001949  (U. Bala, structure 191)",S01218,W015,LGA01,0,no
BAN-001950,"BAN-001950  (K. Isa, structure 93)",S01218,W015,LGA01,0,yes
BAN-001951,"BAN-001951  (A. Funo, structure 134)",S01383,W019,LGA04,0,yes
BAN-001952,"BAN-001952  (H. Zubi, structure 102)",S01383,W019,LGA04,4,yes
BAN-001953,"BAN-001953  (M. Cham, structure 157)",S01383,W019,LGA04,1,yes
BAN-001954,"BAN-001954  (I. Lami, structure 173)",S01921,W029,LGA04,3,yes
BAN-001955,"BAN-001955  (I. Haru, structure 193)",S01921,W029,LGA04,1,yes
BAN-001956,"BAN-001956  (R. Abu, structure 130)",S01921,W029,LGA04,2,yes
BAN-001957,"BAN-001957  (R. Funo, structure 246)",S02129,W033,LGA03,3,yes
BAN-001958,"BAN-001958  (H. Zubi, structure 37)",S02129,W033,LGA03,0,yes
BAN-001959,"BAN-001959  (U. Umar, structure 186)",S02329,W037,LGA03,0,yes
BAN-001960,"BAN-001960  (K. Yaro, structure 72)",S02329,W037,LGA03,3,yes
BAN-001961,"BAN-001961  (B. Nura, structure 99)",S02329,W037,LGA03,4,yes
BAN-001962,"BAN-001962  (M. Isa, structure 237)",S02168,W034,LGA03,0,yes
BAN-001963,"BAN-001963  (I. Sule, structure 82)",S02168,W034,LGA03,3,yes
BAN-001964,"BAN-001964  (B. Pama, structure 188)",S02168,W034,LGA03,2,yes
BAN-001965,"BAN-001965  (U. Oje, structure 133)",S02168,W034,LGA03,1,yes
BAN-001966,"BAN-001966  (A. Lami, structure 124)",S01714,W026,LGA03,2,yes
BAN-001967,"BAN-001967  (B. Pama, structure 71)",S00883,W011,LGA02,4,yes
BAN-001968,"BAN-001968  (K. Rabi, structure 47)",S00883,W011,LGA02,3,yes
BAN-001969,"BAN-001969  (Y. Funo, structure 87)",S00883,W011,LGA02,1,no
BAN-001970,"BAN-001970  (F. Umar, structure 141)",S00883,W011,LGA02,0,yes
BAN-001971,"BAN-001971  (B. Ede, structure 129)",S02271,W035,LGA04,1,yes
BAN-001972,"BAN-001972  (M. Cham, structure 98)",S00047,W001,LGA01,4,yes
BAN-001973,"BAN-001973  (U. Jibo, structure 56)",S01542,W021,LGA02,3,yes
BAN-001974,"BAN-001974  (B. Jibo, structure 63)",S01542,W021,LGA02,4,yes
BAN-001975,"BAN-001975  (H. Yaro, structure 128)",S01542,W021,LGA02,1,yes
BAN-001976,"BAN-001976  (Y. Nura, structure 203)",S01542,W021,LGA02,1,yes
BAN-001977,"BAN-001977  (S. Musa, structure 84)",S02387,W038,LGA03,1,yes
BAN-001978,"BAN-001978  (F. Haru, structure 96)",S02176,W034,LGA03,2,yes
BAN-001979,"BAN-001979  (I. Zubi, structure 107)",S01299,W017,LGA03,1,yes
BAN-001980,"BAN-001980  (H. Funo, structure 7)",S01299,W017,LGA03,3,no
BAN-001981,"BAN-001981  (H. Ede, structure 234)",S02345,W037,LGA03,1,yes
BAN-001982,"BAN-001982  (K. Kabo, structure 164)",S02345,W037,LGA03,3,yes
BAN-001983,"BAN-001983  (R. Dogo, structure 129)",S02345,W037,LGA03,3,yes
BAN-001984,"BAN-001984  (H. Yaro, structure 197)",S02345,W037,LGA03,4,no
BAN-001985,"BAN-001985  (M. Dogo, structure 51)",S02345,W037,LGA03,4,yes
BAN-001986,"BAN-001986  (A. Ede, structure 132)",S02027,W031,LGA03,4,yes
BAN-001987,"BAN-001987  (Y. Ede, structure 61)",S01503,W020,LGA01,4,no
BAN-001988,"BAN-001988  (A. Dogo, structure 243)",S00001,W001,LGA01,1,yes
BAN-001989,"BAN-001989  (B. Jibo, structure 99)",S00001,W001,LGA01,1,yes
BAN-001990,"BAN-001990  (I. Dogo, structure 50)",S00001,W001,LGA01,3,yes
BAN-001991,"BAN-001991  (F. Lami, structure 165)",S00001,W001,LGA01,2,yes
BAN-001992,"BAN-001992  (A. Jibo, structure 258)",S01537,W021,LGA02,4,yes
BAN-001993,"BAN-001993  (Z. Oje, structure 17)",S01537,W021,LGA02,3,yes
BAN-001994,"BAN-001994  (Z. Isa, structure 120)",S00125,W002,LGA01,4,yes
BAN-001995,"BAN-001995  (H. Sule, structure 244)",S00125,W002,LGA01,2,yes
BAN-001996,"BAN-001996  (I. Cham, structure 165)",S00125,W002,LGA01,4,yes
BAN-001997,"BAN-001997  (A. Pama, structure 10)",S00125,W002,LGA01,1,yes
BAN-001998,"BAN-001998  (Z. Kabo, structure 168)",S00125,W002,LGA01,2,yes
BAN-001999,"BAN-001999  (A. Haru, structure 52)",S01949,W030,LGA04,2,yes
BAN-002000,"BAN-002000  (U. Tanko, structure 205)",S01949,W030,LGA04,2,yes
BAN-002001,"BAN-002001  (B. Musa, structure 66)",S01959,W030,LGA04,0,no
BAN-002002,"BAN-002002  (M. Sule, structure 34)",S01959,W030,LGA04,3,yes
BAN-002003,"BAN-002003  (M. Dogo, structure 27)",S01959,W030,LGA04,0,yes
BAN-002004,"BAN-002004  (H. Oje, structure 59)",S00042,W001,LGA01,1,yes
BAN-002005,"BAN-002005  (M. Abu, structure 182)",S00042,W001,LGA01,3,yes
BAN-002006,"BAN-002006  (B. Bala, structure 150)",S02245,W035,LGA04,3,yes
BAN-002007,"BAN-002007  (Y. Sule, structure 214)",S01085,W014,LGA01,0,yes
BAN-002008,"BAN-002008  (Z. Isa, structure 247)",S01085,W014,LGA01,3,yes
BAN-002009,"BAN-002009  (R. Wada, structure 171)",S01085,W014,LGA01,1,yes
BAN-002010,"BAN-002010  (F. Funo, structure 17)",S01085,W014,LGA01,3,yes
BAN-002011,"BAN-002011  (B. Zubi, structure 10)",S01831,W028,LGA04,1,yes
BAN-002012,"BAN-002012  (Z. Lami, structure 35)",S01533,W021,LGA02,1,yes
BAN-002013,"BAN-002013  (S. Ede, structure 37)",S02223,W035,LGA04,4,yes
BAN-002014,"BAN-002014  (H. Wada, structure 4)",S01530,W021,LGA02,4,yes
BAN-002015,"BAN-002015  (U. Wada, structure 144)",S01530,W021,LGA02,0,yes
BAN-002016,"BAN-002016  (I. Dogo, structure 103)",S01530,W021,LGA02,1,yes
BAN-002017,"BAN-002017  (K. Funo, structure 231)",S00564,W007,LGA01,0,no
BAN-002018,"BAN-002018  (U. Kabo, structure 209)",S00564,W007,LGA01,1,yes
BAN-002019,"BAN-002019  (Y. Gani, structure 66)",S00564,W007,LGA01,0,yes
BAN-002020,"BAN-002020  (U. Ede, structure 193)",S00564,W007,LGA01,3,yes
BAN-002021,"BAN-002021  (M. Bala, structure 130)",S00564,W007,LGA01,0,yes
BAN-002022,"BAN-002022  (A. Haru, structure 95)",S00564,W007,LGA01,4,yes
BAN-002023,"BAN-002023  (U. Cham, structure 112)",S00564,W007,LGA01,4,yes
BAN-002024,"BAN-002024  (M. Ede, structure 140)",S01014,W014,LGA01,0,no
BAN-002025,"BAN-002025  (Y. Umar, structure 207)",S01014,W014,LGA01,3,yes
BAN-002026,"BAN-002026  (H. Jibo, structure 174)",S00782,W008,LGA01,3,yes
BAN-002027,"BAN-002027  (Z. Kabo, structure 162)",S00782,W008,LGA01,0,yes
BAN-002028,"BAN-002028  (Z. Jibo, structure 244)",S00782,W008,LGA01,4,yes
BAN-002029,"BAN-002029  (R. Zubi, structure 13)",S00560,W007,LGA01,4,yes
BAN-002030,"BAN-002030  (F. Sule, structure 227)",S00560,W007,LGA01,2,yes
BAN-002031,"BAN-002031  (K. Musa, structure 57)",S00560,W007,LGA01,3,yes
BAN-002032,"BAN-002032  (M. Yaro, structure 119)",S01525,W021,LGA02,3,yes
BAN-002033,"BAN-002033  (Y. Dogo, structure 231)",S01525,W021,LGA02,2,yes
BAN-002034,"BAN-002034  (H. Kabo, structure 93)",S02042,W031,LGA03,1,yes
BAN-002035,"BAN-002035  (B. Haru, structure 199)",S02042,W031,LGA03,2,yes
BAN-002036,"BAN-002036  (K. Lami, structure 237)",S01889,W029,LGA04,0,yes
BAN-002037,"BAN-002037  (B. Pama, structure 57)",S01889,W029,LGA04,0,no
BAN-002038,"BAN-002038  (I. Umar, structure 100)",S00502,W006,LGA01,0,yes
BAN-002039,"BAN-002039  (F. Gani, structure 215)",S00064,W001,LGA01,4,yes
BAN-002040,"BAN-002040  (U. Dogo, structure 64)",S00064,W001,LGA01,1,yes
BAN-002041,"BAN-002041  (M. Umar, structure 207)",S00064,W001,LGA01,1,yes
BAN-002042,"BAN-002042  (B. Bala, structure 79)",S02451,W039,LGA04,0,yes
BAN-002043,"BAN-002043  (R. Cham, structure 36)",S02451,W039,LGA04,0,yes
BAN-002044,"BAN-002044  (H. Umar, structure 135)",S02451,W039,LGA04,1,yes
BAN-002045,"BAN-002045  (K. Isa, structure 64)",S02451,W039,LGA04,0,no
BAN-002046,"BAN-002046  (R. Kabo, structure 20)",S02451,W039,LGA04,0,yes
BAN-002047,"BAN-002047  (B. Dogo, structure 11)",S02451,W039,LGA04,3,yes
BAN-002048,"BAN-002048  (M. Ede, structure 233)",S00627,W007,LGA01,4,no
BAN-002049,"BAN-002049  (F. Dogo, structure 160)",S00627,W007,LGA01,1,yes
BAN-002050,"BAN-002050  (U. Lami, structure 203)",S00627,W007,LGA01,2,yes
BAN-002051,"BAN-002051  (H. Gani, structure 217)",S00627,W007,LGA01,4,no
BAN-002052,"BAN-002052  (H. Kabo, structure 88)",S01243,W016,LGA02,1,yes
BAN-002053,"BAN-002053  (Y. Abu, structure 129)",S01243,W016,LGA02,4,yes
BAN-002054,"BAN-002054  (H. Isa, structure 152)",S01243,W016,LGA02,0,yes
BAN-002055,"BAN-002055  (B. Abu, structure 71)",S01243,W016,LGA02,4,yes
BAN-002056,"BAN-002056  (I. Gani, structure 2)",S01243,W016,LGA02,2,no
BAN-002057,"BAN-002057  (A. Jibo, structure 33)",S01243,W016,LGA02,2,yes
BAN-002058,"BAN-002058  (U. Kabo, structure 61)",S01243,W016,LGA02,4,yes
BAN-002059,"BAN-002059  (Z. Pama, structure 140)",S01243,W016,LGA02,3,yes
BAN-002060,"BAN-002060  (I. Lami, structure 249)",S01359,W018,LGA02,0,yes
BAN-002061,"BAN-002061  (M. Zubi, structure 203)",S01359,W018,LGA02,1,yes
BAN-002062,"BAN-002062  (B. Umar, structure 9)",S01359,W018,LGA02,2,yes
BAN-002063,"BAN-002063  (R. Umar, structure 259)",S01359,W018,LGA02,1,no
BAN-002064,"BAN-002064  (S. Musa, structure 215)",S01097,W015,LGA01,1,yes
BAN-002065,"BAN-002065  (K. Lami, structure 204)",S01097,W015,LGA01,2,yes
BAN-002066,"BAN-002066  (M. Oje, structure 3)",S01097,W015,LGA01,4,yes
BAN-002067,"BAN-002067  (B. Dogo, structure 53)",S01907,W029,LGA04,0,yes
BAN-002068,"BAN-002068  (K. Funo, structure 213)",S01907,W029,LGA04,1,yes
BAN-002069,"BAN-002069  (U. Umar, structure 115)",S01907,W029,LGA04,3,yes
BAN-002070,"BAN-002070  (U. Yaro, structure 148)",S01907,W029,LGA04,4,yes
BAN-002071,"BAN-002071  (K. Nura, structure 75)",S00437,W006,LGA01,3,yes
BAN-002072,"BAN-002072  (B. Sule, structure 72)",S00074,W001,LGA01,3,yes
BAN-002073,"BAN-002073  (R. Isa, structure 189)",S01909,W029,LGA04,4,yes
BAN-002074,"BAN-002074  (Y. Kabo, structure 110)",S01909,W029,LGA04,1,yes
BAN-002075,"BAN-002075  (H. Isa, structure 18)",S01909,W029,LGA04,3,yes
BAN-002076,"BAN-002076  (M. Musa, structure 71)",S01909,W029,LGA04,4,yes
BAN-002077,"BAN-002077  (Y. Zubi, structure 183)",S00590,W007,LGA01,4,yes
BAN-002078,"BAN-002078  (I. Bala, structure 63)",S00868,W010,LGA02,3,yes
BAN-002079,"BAN-002079  (H. Zubi, structure 19)",S00868,W010,LGA02,3,yes
BAN-002080,"BAN-002080  (M. Gani, structure 109)",S00868,W010,LGA02,4,yes
BAN-002081,"BAN-002081  (Y. Bala, structure 45)",S00868,W010,LGA02,4,yes
BAN-002082,"BAN-002082  (K. Jibo, structure 236)",S02081,W032,LGA04,2,yes
BAN-002083,"BAN-002083  (Y. Jibo, structure 146)",S02081,W032,LGA04,0,yes
BAN-002084,"BAN-002084  (B. Yaro, structure 158)",S01566,W022,LGA03,2,yes
BAN-002085,"BAN-002085  (K. Musa, structure 209)",S01566,W022,LGA03,1,yes
BAN-002086,"BAN-002086  (I. Ede, structure 95)",S00029,W001,LGA01,4,yes
BAN-002087,"BAN-002087  (Y. Cham, structure 17)",S00029,W001,LGA01,2,yes
BAN-002088,"BAN-002088  (K. Dogo, structure 113)",S01643,W024,LGA04,2,yes
BAN-002089,"BAN-002089  (U. Bala, structure 47)",S00368,W004,LGA02,1,yes
BAN-002090,"BAN-002090  (U. Umar, structure 132)",S00368,W004,LGA02,2,yes
BAN-002091,"BAN-002091  (K. Abu, structure 206)",S00368,W004,LGA02,2,yes
BAN-002092,"BAN-002092  (Y. Sule, structure 55)",S02092,W032,LGA04,0,yes
BAN-002093,"BAN-002093  (F. Pama, structure 102)",S02092,W032,LGA04,1,no
BAN-002094,"BAN-002094  (R. Haru, structure 129)",S02092,W032,LGA04,3,yes
BAN-002095,"BAN-002095  (U. Nura, structure 131)",S02353,W037,LGA03,2,yes
BAN-002096,"BAN-002096  (H. Haru, structure 139)",S02136,W033,LGA03,1,yes
BAN-002097,"BAN-002097  (B. Umar, structure 59)",S02136,W033,LGA03,0,yes
BAN-002098,"BAN-002098  (I. Tanko, structure 71)",S02136,W033,LGA03,3,yes
BAN-002099,"BAN-002099  (Y. Haru, structure 190)",S02136,W033,LGA03,2,yes
BAN-002100,"BAN-002100  (A. Musa, structure 112)",S00065,W001,LGA01,4,yes
BAN-002101,"BAN-002101  (F. Haru, structure 25)",S01312,W017,LGA03,1,yes
BAN-002102,"BAN-002102  (H. Sule, structure 251)",S00348,W004,LGA02,0,yes
BAN-002103,"BAN-002103  (A. Rabi, structure 188)",S00348,W004,LGA02,3,yes
BAN-002104,"BAN-002104  (I. Dogo, structure 21)",S02334,W037,LGA03,3,yes
BAN-002105,"BAN-002105  (S. Oje, structure 100)",S02334,W037,LGA03,1,yes
BAN-002106,"BAN-002106  (U. Rabi, structure 229)",S02334,W037,LGA03,4,yes
BAN-002107,"BAN-002107  (I. Lami, structure 127)",S02334,W037,LGA03,2,yes
BAN-002108,"BAN-002108  (Y. Kabo, structure 41)",S01988,W030,LGA04,0,yes
BAN-002109,"BAN-002109  (I. Ede, structure 22)",S01988,W030,LGA04,3,yes
BAN-002110,"BAN-002110  (I. Tanko, structure 232)",S01988,W030,LGA04,3,yes
BAN-002111,"BAN-002111  (R. Pama, structure 152)",S01988,W030,LGA04,1,yes
BAN-002112,"BAN-002112  (A. Gani, structure 56)",S01232,W016,LGA02,2,yes
BAN-002113,"BAN-002113  (K. Oje, structure 35)",S01232,W016,LGA02,0,no
BAN-002114,"BAN-002114  (M. Jibo, structure 198)",S00877,W011,LGA02,2,yes
BAN-002115,"BAN-002115  (Y. Abu, structure 219)",S00877,W011,LGA02,2,no
BAN-002116,"BAN-002116  (F. Haru, structure 6)",S00877,W011,LGA02,1,yes
BAN-002117,"BAN-002117  (M. Rabi, structure 87)",S00177,W002,LGA01,0,yes
BAN-002118,"BAN-002118  (U. Lami, structure 23)",S00177,W002,LGA01,0,yes
BAN-002119,"BAN-002119  (F. Umar, structure 83)",S01191,W015,LGA01,4,yes
BAN-002120,"BAN-002120  (S. Nura, structure 131)",S01534,W021,LGA02,4,yes
BAN-002121,"BAN-002121  (H. Abu, structure 223)",S01534,W021,LGA02,3,yes
BAN-002122,"BAN-002122  (F. Cham, structure 228)",S02104,W033,LGA03,2,no
BAN-002123,"BAN-002123  (M. Wada, structure 6)",S02104,W033,LGA03,0,yes
BAN-002124,"BAN-002124  (Z. Bala, structure 167)",S01148,W015,LGA01,0,yes
BAN-002125,"BAN-002125  (Z. Umar, structure 20)",S01257,W016,LGA02,0,yes
BAN-002126,"BAN-002126  (A. Kabo, structure 35)",S01257,W016,LGA02,0,yes
BAN-002127,"BAN-002127  (S. Nura, structure 29)",S01632,W023,LGA03,4,yes
BAN-002128,"BAN-002128  (Z. Isa, structure 20)",S01632,W023,LGA03,1,yes
BAN-002129,"BAN-002129  (Y. Wada, structure 194)",S01632,W023,LGA03,1,yes
BAN-002130,"BAN-002130  (M. Sule, structure 221)",S01762,W027,LGA03,0,yes
BAN-002131,"BAN-002131  (M. Wada, structure 108)",S01762,W027,LGA03,4,yes
BAN-002132,"BAN-002132  (A. Isa, structure 140)",S01762,W027,LGA03,4,yes
BAN-002133,"BAN-002133  (I. Gani, structure 253)",S01762,W027,LGA03,3,no
BAN-002134,"BAN-002134  (A. Haru, structure 88)",S01762,W027,LGA03,3,yes
